sebum_level,hydration_level,ph_level,skin_temperature,pore_size,oil_shine,wrinkle_score,roughness_score,elasticity_score,sensitivity_score,redness_level,itchiness_score,pigmentation_level,dark_spot_score,uneven_tone_score,acne_frequency,blackhead_score,whitehead_score,tightness_score,flakiness_score,sun_exposure_hours,pollution_exposure_index,water_intake_liters,sleep_hours,skin_type
16.76,46.8,6.87,33.36,1.84,2.86,8.3,5.96,83.25,0.74,2.15,4.07,5.21,8.06,5.02,1.54,0.63,3.7,7.06,4.83,2.81,71.27,3.75,3.32,Normal
106.21,19.22,5.44,34.25,4.7,5.28,9.35,9.47,93.28,1.38,2.48,6.56,8.59,1.89,6.9,7.59,3.01,3.75,4.71,7.33,3.84,45.84,1.9,6.31,Sensitive
11.36,32.06,5.02,33.91,4.46,6.3,9.5,1.72,80.91,4.72,5.98,6.45,7.58,7.46,6.97,4.76,9.57,0.1,8.81,6.11,8.04,8.73,4.97,4.88,Dry
14.99,21.89,4.19,32.72,8.45,0.79,5.94,8.48,30.62,8.56,9.55,2.24,0.09,2.75,2.68,8.4,8.08,1.55,0.84,3.39,2.87,52.33,1.15,8.42,Sensitive
47.95,80.47,6.94,36.45,1.45,5.27,0.94,2.69,29.53,3.84,2.15,7.6,4.98,2.74,8.15,5.99,9.69,9.93,2.95,0.97,1.94,79.24,2.43,4.65,Sensitive
57.48,20.05,7.43,33.91,7.43,5.27,9.17,4.67,53.76,4.51,8.92,3.21,5.51,5.66,0.35,3.3,9.45,5.54,8.46,3.37,5.31,99.33,1.94,4.75,Sensitive
108.04,71.98,6.55,34.84,10.0,6.35,3.6,3.33,81.27,8.32,3.59,3.64,3.02,9.46,8.51,5.09,8.77,7.06,8.42,5.43,3.27,92.58,1.76,3.71,Oily
65.64,29.33,4.53,35.73,4.21,8.38,9.31,1.74,27.56,1.06,9.69,7.7,7.83,6.14,2.19,0.2,6.39,3.34,7.82,1.82,1.05,41.18,2.12,4.73,Sensitive
65.72,59.63,5.44,32.46,1.81,4.98,6.18,1.27,67.64,0.3,3.97,3.76,0.58,0.14,5.27,4.89,2.49,9.46,7.18,7.49,2.38,17.29,1.21,4.62,Combination
39.62,63.22,7.11,32.58,7.09,4.93,2.84,2.16,83.04,0.5,7.11,9.52,1.1,6.42,7.82,2.03,6.1,5.25,8.02,0.84,7.63,29.94,3.43,6.84,Sensitive
44.53,29.29,7.35,32.81,3.09,4.36,3.04,3.08,78.27,5.51,8.45,1.61,4.3,3.85,2.3,8.02,4.41,3.47,0.41,1.15,3.16,29.39,2.69,7.14,Sensitive
20.9,31.04,4.48,33.19,1.17,2.55,0.86,0.27,96.49,1.51,2.32,9.0,1.86,1.6,4.97,3.14,5.88,9.0,4.92,7.99,9.98,98.91,4.73,8.94,Sensitive
98.72,75.66,7.34,32.49,7.64,4.26,7.21,3.29,37.94,5.44,0.46,2.78,4.43,2.38,5.85,4.21,8.4,0.01,8.7,4.43,9.52,27.13,1.28,7.4,Combination
112.99,67.01,6.49,35.9,7.09,6.04,5.95,6.45,87.1,0.48,5.39,3.62,0.37,0.78,2.82,5.82,1.99,8.31,5.92,2.79,8.48,92.09,1.71,7.42,Oily
98.17,83.53,7.05,35.64,5.13,0.31,7.72,8.73,88.57,1.53,8.69,9.55,7.2,0.61,1.95,9.33,9.34,0.83,6.27,5.73,5.11,68.94,1.17,5.36,Combination
41.02,85.7,4.96,35.77,2.41,2.48,8.62,5.14,43.23,0.15,8.55,7.06,2.09,2.72,0.5,4.41,0.91,7.72,3.75,2.12,5.32,78.7,4.0,7.24,Sensitive
105.81,29.65,7.49,30.96,7.02,8.44,3.89,0.25,42.88,9.71,9.82,4.58,7.69,6.69,6.24,2.07,7.01,1.19,2.98,8.48,3.31,21.43,4.89,7.05,Sensitive
38.4,63.36,5.69,34.19,4.05,4.36,6.27,3.02,78.81,2.28,6.74,9.03,0.53,1.32,3.19,5.28,4.29,9.04,9.4,3.26,6.65,24.88,4.75,5.33,Sensitive
75.99,83.81,7.26,30.47,5.29,4.22,1.61,8.4,53.77,3.71,8.27,1.24,3.6,8.38,1.64,1.8,5.44,4.82,5.43,8.44,2.15,34.37,0.54,7.05,Combination
93.91,75.14,4.45,32.69,7.67,9.09,1.23,6.58,49.9,1.31,8.15,9.5,6.15,9.1,0.88,6.6,3.3,6.09,7.56,6.05,2.23,76.55,4.62,4.01,Oily
99.12,31.31,6.03,30.07,1.17,1.43,0.05,9.54,84.44,3.38,7.16,3.72,5.07,5.46,2.7,5.75,2.88,0.56,5.08,9.67,0.96,33.07,3.87,3.25,Sensitive
113.2,55.33,7.22,33.46,8.82,8.84,5.7,4.79,54.72,7.84,9.92,0.13,5.32,2.21,8.77,3.2,0.75,5.93,6.95,5.84,9.33,21.22,2.59,8.08,Combination
50.29,66.47,4.65,31.25,8.85,0.32,6.98,2.6,28.78,3.92,3.52,2.6,3.72,0.73,3.89,2.33,4.9,4.12,1.86,5.86,3.21,4.97,4.41,4.4,Normal
52.42,27.95,7.28,34.64,5.35,9.35,5.88,0.58,71.88,5.2,3.35,0.58,8.21,5.3,7.12,6.29,5.9,3.13,3.62,8.92,0.6,6.85,0.64,3.39,Normal
26.09,63.07,7.33,32.47,9.11,4.34,6.03,4.14,73.52,7.32,7.48,3.24,0.82,6.17,6.56,6.33,2.22,6.57,5.1,6.18,9.88,14.81,3.77,6.32,Sensitive
94.48,36.62,4.59,36.37,6.69,3.4,2.62,1.27,74.35,1.02,2.47,6.79,1.08,7.48,1.5,8.19,5.07,0.84,4.32,6.69,5.55,98.35,0.94,7.2,Sensitive
38.07,25.65,6.57,30.91,6.41,8.68,4.96,5.68,80.1,7.06,9.51,5.06,0.76,5.89,4.07,6.85,9.15,5.37,6.28,9.14,7.99,19.33,2.22,7.9,Dry
47.13,66.18,4.58,30.82,1.57,9.69,2.23,1.85,62.1,6.04,5.0,2.34,9.91,9.78,9.31,8.79,2.56,7.68,5.77,2.57,9.31,57.5,3.51,4.25,Normal
50.24,57.2,5.13,36.18,4.26,5.98,3.42,6.28,42.82,3.17,6.11,6.87,3.04,0.19,9.24,2.77,6.34,4.76,9.23,4.22,6.09,87.91,3.32,8.6,Sensitive
87.46,61.02,7.08,33.08,8.62,9.37,1.15,1.23,68.98,3.06,0.75,1.88,0.16,1.33,7.25,0.83,0.35,9.66,4.58,4.09,0.15,58.79,2.79,5.54,Combination
57.27,65.21,7.32,31.15,7.21,0.6,7.81,4.3,27.67,3.56,7.18,1.38,0.49,6.54,7.3,3.74,4.84,8.43,0.92,1.68,0.06,79.81,1.63,4.02,Sensitive
40.94,30.69,4.92,32.08,9.27,2.72,8.64,2.22,41.41,1.41,6.99,3.16,6.05,4.76,7.09,8.04,7.72,5.17,9.01,4.37,7.99,16.69,4.89,6.69,Sensitive
22.03,56.87,5.68,34.42,5.79,8.22,4.22,6.33,78.09,8.17,2.93,4.16,5.32,0.93,7.97,4.03,1.62,4.16,9.12,9.58,7.89,20.6,4.56,7.46,Sensitive
107.89,29.57,5.18,35.95,7.3,8.31,2.04,4.47,27.56,7.9,3.76,9.68,9.62,1.81,7.11,0.95,7.04,4.37,5.64,6.33,7.53,89.09,3.28,7.27,Sensitive
10.81,45.8,4.32,31.08,2.65,9.58,7.23,9.27,26.46,0.44,0.92,9.77,5.17,2.43,1.31,6.34,0.15,5.84,6.0,7.69,3.46,2.7,4.86,8.44,Sensitive
89.32,43.57,4.58,36.46,9.67,8.98,5.65,5.45,60.05,2.99,8.34,3.21,1.92,0.82,6.12,1.98,9.36,0.44,9.73,4.65,6.25,93.5,4.08,5.39,Sensitive
38.3,60.17,5.96,31.19,8.84,3.6,3.98,0.56,56.79,4.22,5.88,8.67,1.36,9.73,2.04,2.06,1.62,6.78,8.86,4.4,5.88,15.73,2.81,4.83,Sensitive
30.39,20.11,5.49,32.2,4.22,4.39,9.73,0.11,96.77,2.78,5.88,5.67,3.27,2.44,7.6,1.54,1.36,9.46,7.4,2.88,8.76,35.57,0.77,7.08,Normal
43.92,17.48,5.51,30.61,6.23,6.57,2.07,5.83,33.1,6.03,2.74,3.11,9.11,1.89,9.42,5.98,6.69,0.08,5.62,4.09,0.41,2.28,4.36,7.97,Normal
32.76,72.57,4.74,31.95,9.79,5.62,1.92,2.82,94.57,7.46,4.62,1.22,8.14,5.8,0.56,7.72,0.36,6.2,7.06,8.33,3.99,75.53,1.34,7.8,Sensitive
104.07,50.7,6.6,33.76,9.46,0.44,6.44,4.34,45.87,9.02,8.07,9.98,8.86,1.18,6.23,5.09,1.93,2.3,8.56,7.02,1.64,71.82,4.95,3.87,Sensitive
76.2,33.92,5.72,34.31,1.71,9.4,1.05,5.4,48.66,8.77,6.59,8.85,1.65,1.87,0.69,0.45,1.48,4.34,2.41,9.93,6.48,77.8,0.56,7.92,Sensitive
21.9,67.83,4.01,32.17,2.09,0.43,9.56,7.45,41.5,4.22,6.68,1.21,5.35,0.59,6.34,7.61,9.23,1.46,6.0,9.74,4.84,11.69,1.99,4.93,Sensitive
22.19,65.56,4.82,30.35,9.83,1.38,8.18,6.09,38.59,8.13,2.33,9.2,1.53,8.92,3.62,1.36,0.71,5.37,8.62,4.48,9.64,95.76,4.44,7.88,Sensitive
18.03,51.57,4.42,31.79,2.54,4.81,5.35,9.62,87.27,3.18,0.75,1.53,9.22,5.06,6.67,1.58,5.63,3.09,9.75,7.58,2.79,94.65,2.15,8.49,Normal
100.76,62.88,4.28,33.22,4.33,1.01,4.14,8.26,62.98,9.01,5.05,1.2,6.28,1.39,4.95,0.57,7.96,5.02,8.97,9.5,0.46,88.08,3.11,4.32,Combination
89.34,84.53,5.31,33.94,4.17,7.75,7.91,8.62,88.06,5.54,6.94,7.55,0.26,9.1,1.49,3.08,5.08,9.94,1.95,5.29,5.99,65.21,1.82,5.72,Combination
109.76,22.38,5.16,34.05,6.32,7.44,1.09,6.26,43.5,3.6,3.08,3.98,9.0,1.03,6.42,7.13,4.58,8.69,8.96,3.13,6.89,87.45,2.69,8.28,Oily
69.91,15.93,4.43,33.63,8.39,0.5,4.3,0.15,38.32,7.81,9.14,8.01,6.18,5.93,0.58,4.91,8.09,7.22,3.04,5.94,0.88,33.0,3.03,5.31,Sensitive
89.97,83.59,5.35,31.59,2.46,1.81,2.05,6.87,94.32,9.21,8.63,7.12,0.4,3.24,6.54,2.69,8.08,8.68,0.66,8.74,4.23,26.98,1.32,6.34,Combination
24.48,77.04,4.26,33.15,3.56,3.52,1.71,6.71,44.37,0.21,1.54,2.05,2.37,8.6,5.1,1.24,0.69,8.65,0.2,9.18,1.38,33.71,0.95,3.44,Normal
12.28,60.7,5.84,35.16,4.71,8.87,8.64,8.72,65.77,5.86,8.06,9.44,9.51,3.01,9.81,1.51,8.97,6.78,6.59,1.83,6.82,41.29,4.03,7.59,Sensitive
45.24,69.15,6.59,31.51,7.58,0.87,7.41,9.76,61.01,6.99,9.96,0.55,4.34,2.2,2.14,0.64,5.17,8.84,3.36,3.09,0.63,86.44,2.9,6.05,Sensitive
50.11,83.36,6.94,35.35,9.04,3.41,0.39,6.75,92.42,6.52,2.19,5.77,3.22,8.58,8.13,6.67,4.88,6.49,3.15,5.63,6.25,50.91,1.83,4.22,Normal
53.85,24.47,6.32,31.98,2.92,2.11,7.11,7.02,86.79,8.18,7.11,4.44,4.83,8.68,4.51,4.51,0.42,6.34,2.79,0.63,0.52,9.79,2.54,8.51,Sensitive
105.89,21.79,7.06,33.67,8.1,1.98,0.29,9.81,75.66,6.35,4.37,4.06,4.02,4.21,9.25,4.51,5.88,0.32,1.13,7.5,8.66,39.94,2.38,4.73,Normal
26.01,81.06,4.71,34.4,6.73,4.58,6.77,2.46,91.77,7.32,9.87,3.17,4.27,9.48,9.26,5.62,6.2,0.96,6.26,4.29,3.33,99.23,3.59,8.08,Sensitive
100.68,32.68,4.84,30.55,6.71,0.24,0.39,1.0,99.52,0.9,0.62,6.93,3.88,1.71,6.84,1.22,7.61,9.97,9.03,2.36,5.63,36.6,1.01,5.74,Sensitive
30.85,59.38,5.21,32.92,9.48,5.72,7.11,0.63,62.56,5.99,8.7,8.36,0.99,7.1,6.68,4.14,6.61,2.81,7.31,1.77,2.32,64.85,4.49,7.8,Sensitive
92.71,80.26,7.22,35.01,6.9,5.25,7.21,4.51,28.32,9.31,3.63,2.44,2.7,9.76,2.24,3.35,9.74,4.46,9.48,6.8,1.78,87.84,2.72,6.15,Combination
118.35,23.13,4.92,31.07,2.9,6.69,6.5,6.3,21.57,5.03,5.58,5.85,2.51,2.95,3.06,7.03,8.48,2.78,8.86,7.62,6.66,38.32,4.76,3.26,Oily
119.45,85.76,4.04,33.5,1.35,5.85,7.34,6.69,33.11,8.63,5.89,7.13,2.99,2.29,4.51,4.08,5.4,4.94,6.41,3.18,8.36,72.84,4.98,3.92,Combination
36.2,64.06,6.07,32.1,8.36,3.31,3.62,3.5,57.34,8.97,9.54,2.83,6.86,6.88,6.73,3.26,8.51,2.51,2.19,8.27,6.99,86.61,1.41,8.57,Sensitive
15.23,57.03,4.97,33.92,9.2,4.83,4.84,4.92,57.46,4.12,1.7,1.32,7.58,4.64,9.98,8.7,9.43,3.13,3.96,3.22,3.08,18.53,1.34,7.17,Normal
70.69,15.2,5.4,35.2,3.02,6.2,6.57,0.55,67.47,0.61,2.15,2.88,2.54,8.89,2.4,3.55,1.79,8.66,8.22,3.61,9.09,24.22,1.99,4.4,Normal
100.98,22.06,4.55,35.45,5.47,3.99,0.73,5.13,84.18,3.59,4.35,6.14,2.22,4.24,0.78,8.46,0.73,6.08,3.54,3.9,1.71,78.05,4.9,6.97,Sensitive
116.33,19.32,4.3,30.09,1.88,8.68,0.74,6.13,91.72,9.1,3.27,8.53,0.23,7.87,4.89,3.67,0.59,8.39,1.08,3.82,6.6,28.44,0.84,6.32,Sensitive
58.05,82.42,5.78,32.64,5.16,3.6,3.75,9.43,25.72,7.97,4.02,7.53,0.58,7.38,8.4,4.94,6.06,2.64,9.78,0.95,9.02,16.03,4.53,7.74,Sensitive
45.89,71.13,7.08,31.18,4.01,1.13,7.25,7.48,61.14,7.83,3.68,4.32,2.49,5.94,4.92,4.63,8.69,4.53,5.31,2.12,2.0,30.6,4.47,6.21,Sensitive
83.5,89.86,4.51,36.06,7.82,3.55,3.59,9.05,66.66,1.97,5.5,2.69,8.62,3.07,6.94,3.63,2.27,3.57,5.61,4.21,1.92,60.22,0.7,7.93,Combination
91.53,30.2,7.21,34.03,7.02,7.27,0.58,0.93,40.41,6.95,5.51,3.42,7.49,9.37,3.38,7.12,8.48,9.95,6.78,9.8,5.47,5.35,1.99,3.4,Oily
109.84,35.05,6.32,35.17,3.6,1.73,9.77,0.99,24.41,1.75,8.62,3.5,0.67,1.82,3.97,1.45,6.59,0.06,4.16,6.63,7.94,92.22,1.0,6.51,Sensitive
29.97,66.63,5.63,33.28,2.7,3.61,7.59,9.47,55.84,3.99,4.23,1.44,7.34,7.19,6.51,3.49,4.71,2.55,3.88,7.4,4.08,75.22,4.0,4.37,Normal
119.01,19.68,7.43,31.43,6.39,0.88,9.57,6.46,52.3,6.51,1.53,2.05,0.12,1.06,4.73,5.59,2.3,9.7,5.01,8.99,2.46,70.95,1.01,8.84,Normal
57.84,65.83,6.8,32.9,8.75,2.72,1.95,1.51,65.6,2.39,1.13,6.97,5.87,1.27,6.81,2.87,0.7,0.37,0.94,5.74,8.7,53.92,4.76,7.9,Sensitive
94.44,53.32,4.36,35.97,7.06,5.26,1.35,5.14,33.58,9.21,6.2,5.09,9.06,1.91,8.11,7.46,4.52,0.12,8.25,4.5,6.95,13.01,4.26,8.73,Sensitive
29.44,78.04,7.11,31.44,3.22,6.25,2.54,7.79,59.41,0.66,7.8,7.38,7.89,5.37,3.88,0.62,1.9,5.29,3.35,4.28,6.72,36.4,4.82,5.91,Sensitive
35.61,74.53,6.73,34.54,8.63,3.96,7.23,4.81,74.47,3.12,0.1,7.49,5.78,7.35,9.86,5.11,5.14,0.06,2.92,3.48,8.61,35.69,0.89,6.78,Sensitive
72.28,19.52,7.14,31.11,6.46,0.54,6.2,0.85,85.61,8.24,7.83,6.01,2.13,8.38,8.01,2.56,1.9,0.77,4.95,4.51,6.22,61.34,1.01,5.1,Sensitive
84.24,46.5,6.76,31.22,7.54,9.15,6.1,8.83,27.03,0.87,8.09,8.13,4.11,1.13,2.41,9.65,4.5,5.54,6.01,2.9,5.41,38.37,1.82,8.37,Oily
56.45,56.33,4.22,36.29,7.94,6.99,5.2,9.23,93.74,4.0,7.11,9.49,8.55,3.78,1.28,2.11,9.72,6.89,6.84,0.4,9.87,47.62,3.31,7.3,Sensitive
104.36,60.86,5.45,34.08,6.13,5.89,0.52,1.23,63.97,6.71,4.81,7.83,5.58,6.94,0.46,2.07,5.62,8.72,7.01,1.55,2.72,72.88,2.82,8.86,Combination
74.9,56.52,4.41,35.04,5.5,2.78,6.33,7.48,33.69,1.54,7.6,8.26,7.57,3.82,5.83,6.9,2.32,0.47,5.77,2.62,4.86,67.88,3.84,3.54,Combination
25.05,80.26,5.97,34.19,4.38,0.82,1.83,0.13,81.07,4.42,7.85,2.15,7.1,1.12,0.13,4.07,5.88,6.69,0.13,8.71,3.57,25.3,3.89,7.56,Sensitive
78.0,52.54,5.38,31.31,9.15,1.51,6.23,0.79,84.39,8.18,1.13,8.54,8.6,6.29,8.64,5.37,1.7,3.05,9.67,6.96,5.94,6.26,4.11,3.0,Sensitive
104.76,63.63,6.37,34.38,2.78,0.57,5.55,6.0,67.3,5.9,5.76,4.4,2.78,4.06,7.92,7.43,7.37,6.57,1.92,2.06,5.79,26.96,4.64,6.85,Combination
21.16,77.93,4.3,34.22,8.84,6.23,4.64,0.5,27.08,5.84,3.97,1.81,5.56,0.56,4.22,2.15,7.24,7.66,8.65,5.0,3.75,56.68,1.82,3.81,Normal
96.22,41.28,7.43,32.09,1.6,7.87,2.04,7.53,65.85,6.66,6.77,1.03,8.32,8.17,3.44,1.21,5.49,6.38,7.83,9.74,4.11,28.36,2.44,4.17,Sensitive
97.77,38.27,6.2,32.99,2.37,0.69,6.19,6.82,38.49,6.24,0.65,3.69,3.7,5.01,9.16,7.0,9.48,3.6,3.68,2.51,0.7,18.6,2.78,6.46,Normal
87.27,52.13,5.41,35.57,6.4,6.44,2.64,9.75,38.14,1.1,9.72,1.22,1.78,4.91,2.1,9.94,5.7,2.97,3.73,1.38,6.71,43.44,2.22,7.54,Oily
91.85,85.34,6.16,31.19,1.93,9.27,2.78,7.25,66.86,5.49,5.6,5.84,7.09,6.69,7.88,8.72,2.85,7.82,8.76,4.4,1.56,49.76,3.16,6.61,Oily
109.43,35.26,6.91,35.97,4.54,5.34,9.31,7.6,87.75,2.27,6.77,8.51,4.65,2.84,1.95,0.82,7.6,0.2,9.55,3.22,2.11,86.68,1.5,5.79,Sensitive
29.34,27.21,6.03,34.09,8.26,5.0,2.78,9.53,37.31,3.12,8.8,3.91,8.68,5.76,6.47,2.89,9.7,4.21,8.09,8.71,3.91,9.3,1.88,6.1,Dry
84.62,38.71,4.08,31.95,9.53,2.25,3.82,3.97,84.6,3.86,5.77,5.43,6.11,7.19,2.6,6.12,6.25,0.8,6.11,1.32,2.44,59.42,4.34,7.43,Normal
31.1,22.91,5.37,35.29,8.59,0.73,0.53,2.36,53.63,8.96,3.59,6.76,1.27,9.22,1.34,2.11,4.4,9.91,3.94,7.07,1.64,51.78,3.98,6.07,Sensitive
27.08,59.45,5.98,31.17,1.82,9.91,9.16,1.54,88.11,9.29,5.59,6.59,0.71,8.23,8.79,8.36,7.12,1.4,6.81,1.62,9.66,7.02,0.88,3.39,Sensitive
109.42,66.12,6.24,30.22,4.18,5.98,7.41,0.89,38.95,3.96,5.48,5.74,6.46,3.34,7.04,5.38,5.7,3.92,4.38,8.11,3.29,67.66,4.34,4.84,Combination
52.77,31.54,4.48,35.86,7.35,6.52,4.04,1.63,81.91,8.64,3.51,0.11,7.22,5.4,7.36,2.52,1.69,1.28,3.49,3.23,9.15,38.04,3.28,8.17,Sensitive
77.31,35.49,5.77,31.98,9.88,0.31,7.8,4.53,79.1,3.29,4.16,0.1,8.33,0.64,3.53,0.94,9.26,8.53,7.28,2.38,2.17,91.3,0.87,6.98,Normal
83.15,82.54,7.4,31.92,1.83,7.6,7.86,9.94,20.27,0.32,6.25,9.19,5.19,5.42,8.44,7.01,2.55,9.69,0.67,3.25,6.28,68.06,4.77,4.26,Oily
116.7,67.41,6.04,33.04,8.67,5.27,9.79,0.39,56.91,7.29,2.64,8.44,7.07,6.53,1.82,2.38,1.75,3.5,6.73,8.75,1.47,90.0,4.38,4.59,Combination
48.52,55.69,6.63,31.62,2.14,0.42,3.47,4.74,80.4,3.4,2.7,0.98,8.34,5.92,9.12,2.99,3.49,8.62,3.3,4.71,1.74,15.34,4.9,4.8,Normal
28.95,16.84,6.84,30.35,7.49,5.2,1.43,3.76,87.44,3.61,2.51,5.88,2.81,9.36,4.97,6.04,6.02,9.55,0.67,6.9,5.99,7.27,2.5,4.55,Normal
85.3,64.32,4.87,35.05,2.88,8.99,8.95,2.57,88.62,3.74,2.99,6.92,1.5,3.22,9.71,8.15,7.57,4.81,9.78,4.64,8.41,9.83,0.92,3.31,Oily
69.86,68.77,5.65,33.29,7.36,7.11,1.1,9.38,55.67,1.49,9.98,2.51,6.65,1.58,3.55,3.9,3.0,9.89,5.11,4.36,9.68,69.03,2.98,7.69,Combination
118.47,50.23,6.45,35.51,7.04,3.77,8.56,9.49,95.34,8.11,6.89,4.21,2.8,8.4,4.05,5.27,7.95,5.21,0.38,0.26,0.43,0.23,4.43,5.31,Sensitive
21.09,32.52,6.28,33.26,7.12,8.91,3.59,5.74,69.09,6.32,0.69,5.77,0.85,9.44,0.89,8.35,1.51,4.17,8.53,7.37,6.14,49.56,4.26,3.62,Dry
98.23,73.71,5.06,35.2,3.23,6.23,2.16,5.99,59.04,6.63,4.79,2.66,6.59,6.5,4.16,4.99,7.66,7.39,2.82,0.03,2.54,37.82,1.25,8.85,Combination
21.54,33.95,5.15,33.45,9.09,0.14,6.1,1.28,81.91,6.12,9.73,4.04,0.8,0.52,0.08,7.97,9.26,8.73,3.63,9.74,6.3,98.88,1.73,7.61,Sensitive
48.22,22.97,6.38,30.27,3.42,2.49,8.59,1.34,87.34,3.86,1.24,0.51,2.1,8.02,8.15,3.33,1.01,4.53,6.94,9.56,2.19,0.32,3.61,3.59,Dry
60.97,42.12,4.39,32.49,1.39,8.89,7.94,8.14,88.85,6.37,4.03,8.93,7.65,3.9,2.05,4.34,9.21,6.73,3.34,5.57,3.01,82.36,1.01,5.87,Sensitive
20.74,80.61,5.99,36.48,6.04,5.12,3.19,8.16,96.09,7.88,7.59,3.12,2.72,7.74,8.88,10.0,2.28,9.85,0.74,1.31,7.38,78.71,1.03,3.95,Sensitive
55.84,88.88,4.67,32.15,8.39,5.52,6.11,7.02,72.66,5.5,9.15,3.52,7.3,0.15,9.94,3.47,5.86,3.83,5.66,0.13,7.05,88.57,3.76,4.38,Sensitive
46.65,23.32,4.4,30.6,8.61,4.05,2.79,0.7,59.31,8.76,5.67,9.42,0.65,0.14,6.97,3.49,2.86,8.17,6.13,8.92,9.31,71.51,1.03,5.39,Dry
76.12,17.2,6.5,31.05,6.15,9.73,6.3,4.01,55.58,1.61,3.97,5.19,5.85,5.53,1.53,0.44,4.01,6.76,0.61,3.96,1.42,13.0,1.03,4.68,Normal
82.41,68.98,5.96,33.19,1.01,7.11,3.74,1.1,78.34,3.61,3.72,5.85,0.62,9.41,3.7,7.18,5.57,9.32,8.58,4.7,3.64,80.68,2.74,8.14,Oily
31.5,74.54,6.45,35.74,2.46,3.34,8.35,3.93,86.84,0.02,1.85,6.04,2.43,7.1,4.63,5.56,6.49,2.68,2.39,2.67,3.23,47.33,4.64,6.53,Sensitive
107.08,64.66,5.01,31.61,6.7,9.42,1.71,3.88,77.49,8.3,8.94,3.57,6.03,0.43,0.01,5.31,1.71,8.37,3.59,4.92,1.87,81.65,1.34,3.55,Oily
31.95,53.67,6.51,34.63,4.93,1.08,4.28,0.88,67.49,2.99,5.89,3.85,6.28,3.57,6.16,8.03,8.21,2.52,6.77,3.88,9.53,21.66,4.81,4.08,Normal
42.88,59.25,5.96,30.88,8.91,7.95,1.5,3.83,58.78,6.28,1.12,5.23,9.39,6.1,8.32,6.58,7.74,8.29,1.71,5.85,6.74,30.5,2.5,7.78,Normal
11.2,79.18,5.96,33.84,7.2,3.64,2.55,0.62,55.0,9.8,6.09,7.38,5.64,5.3,5.43,9.39,6.08,6.47,8.71,1.34,2.68,80.26,3.54,3.9,Sensitive
32.03,30.15,5.65,31.65,1.22,8.02,9.85,0.7,83.6,4.76,8.34,9.03,4.97,5.61,7.64,6.9,2.53,9.6,7.72,7.18,0.23,92.45,2.64,4.71,Dry
94.13,56.63,7.17,31.93,7.02,2.08,5.95,2.35,96.62,4.64,9.81,4.54,5.95,4.4,2.88,2.11,7.5,7.19,2.85,9.19,6.76,7.81,4.75,4.63,Combination
38.59,64.37,5.16,34.65,4.8,1.08,8.63,8.92,47.92,3.67,1.59,5.99,0.54,9.55,4.08,0.97,7.49,8.87,6.66,5.94,6.42,15.22,2.84,7.07,Normal
110.49,29.79,6.39,35.41,2.08,0.36,3.94,0.75,35.68,8.62,0.57,3.93,8.97,7.59,0.15,0.61,5.46,7.88,0.66,4.77,4.14,4.63,0.62,5.12,Sensitive
50.15,82.79,6.95,32.44,3.52,2.81,3.51,5.48,76.03,2.23,6.3,4.5,3.06,4.02,6.48,5.42,9.95,1.91,4.84,3.46,6.41,81.53,0.66,4.39,Sensitive
18.14,44.23,4.39,35.4,7.99,0.96,9.81,8.12,49.5,4.23,7.46,4.77,3.11,4.13,3.38,1.17,5.41,3.02,3.5,3.34,5.57,25.8,2.57,6.64,Sensitive
47.4,52.56,5.18,32.7,6.49,5.54,6.07,0.29,88.8,3.67,5.39,8.91,1.63,4.81,1.35,6.37,9.11,7.79,7.84,6.9,9.83,29.85,0.69,6.44,Sensitive
80.95,32.49,7.12,31.17,5.95,0.13,7.73,0.9,91.99,0.97,0.17,5.8,4.69,7.7,5.73,6.3,4.66,8.68,3.74,2.01,1.7,53.46,3.28,3.12,Normal
65.77,44.18,4.33,30.52,6.36,8.24,6.02,4.03,51.0,9.83,3.06,2.78,3.15,6.18,0.48,8.9,5.53,7.39,8.96,5.77,9.59,94.22,2.55,3.43,Sensitive
66.8,87.19,5.84,32.24,5.42,1.2,5.95,1.38,70.55,6.32,3.84,2.88,8.51,6.65,0.93,8.01,8.57,4.83,8.4,9.37,7.54,38.14,4.78,4.27,Combination
51.94,17.6,7.2,35.15,4.63,8.24,1.0,7.31,35.51,7.69,8.58,6.03,7.1,1.82,3.64,9.24,0.53,4.68,9.6,1.68,9.61,38.23,2.87,7.1,Sensitive
16.62,78.07,7.23,33.7,4.51,9.94,3.66,0.54,25.33,8.14,9.9,3.74,1.06,2.84,4.1,1.58,4.95,5.98,6.42,6.48,0.13,6.68,1.25,4.62,Sensitive
91.73,46.44,4.63,32.04,2.11,1.03,6.98,6.51,42.23,8.53,7.05,2.6,1.45,3.18,1.67,0.58,1.88,9.02,1.7,9.02,7.54,70.3,1.39,3.44,Sensitive
19.43,64.43,7.08,35.0,8.17,4.79,2.47,3.8,73.39,6.47,4.34,1.88,9.61,2.49,5.05,6.69,4.62,1.3,0.25,2.23,1.78,8.38,3.57,7.59,Normal
100.03,71.02,6.46,34.08,1.63,3.66,1.85,4.68,31.83,4.13,8.29,1.82,9.81,1.64,7.47,9.39,7.63,2.95,2.17,5.0,7.42,50.06,3.3,3.93,Combination
